id,driver_id,start_ts,end_ts,vehicle_id,ambulatory_riders,handicapped_riders,total_riders,status,updated_at
141984,21,3/9/22 11:34,3/9/22 13:41,55,5,0,5,Completed,7/24/22 1:44
141978,21,3/10/22 11:58,3/10/22 13:38,55,5,0,5,Completed,3/22/22 19:30
141978,21,3/10/22 11:58,3/10/22 13:38,55,5,0,5,Completed,7/24/22 1:44
141972,15715,3/11/22 12:25,3/11/22 12:51,81,1,0,1,Completed,3/22/22 19:30
141964,15602,3/9/22 11:57,3/9/22 12:44,46,9,0,9,Completed,3/22/22 19:30
141964,15602,3/9/22 11:57,3/9/22 12:44,46,9,0,9,Completed,7/24/22 1:44
141962,2733,3/9/22 23:20,3/10/22 0:36,51,9,0,9,Completed,3/22/22 19:30
141962,2733,3/9/22 23:20,3/10/22 0:36,51,9,0,9,Completed,7/24/22 1:44
141960,15602,3/9/22 10:00,3/9/22 11:06,46,14,0,14,Completed,3/22/22 19:30
141960,15602,3/9/22 10:00,3/9/22 11:06,46,14,0,14,Completed,7/24/22 1:44
141958,2733,3/10/22 3:23,3/10/22 4:51,51,13,0,13,Completed,3/22/22 19:30
141958,2733,3/10/22 3:23,3/10/22 4:51,51,13,0,13,Completed,7/24/22 1:44
141955,2733,3/10/22 19:31,3/10/22 20:41,51,9,0,9,Completed,3/22/22 19:30
141955,2733,3/10/22 19:31,3/10/22 20:41,51,9,0,9,Completed,7/24/22 1:44
141954,2733,3/10/22 17:45,3/10/22 19:00,51,13,0,13,Completed,3/22/22 19:30
141954,2733,3/10/22 17:45,3/10/22 19:00,51,13,0,13,Completed,7/24/22 1:44
141953,15602,3/10/22 11:53,3/10/22 13:09,46,13,0,13,Completed,3/22/22 19:30
141953,15602,3/10/22 11:53,3/10/22 13:09,46,13,0,13,Completed,7/24/22 1:44
141952,21,3/10/22 10:01,3/10/22 11:09,55,4,0,4,Completed,3/22/22 19:30
141952,21,3/10/22 10:01,3/10/22 11:09,55,4,0,4,Completed,7/24/22 1:44
141951,2733,3/10/22 23:20,3/11/22 0:40,55,9,0,9,Completed,3/22/22 19:30
141951,2733,3/10/22 23:20,3/11/22 0:40,55,9,0,9,Completed,7/24/22 1:44
141950,2733,3/10/22 15:20,3/10/22 16:49,51,13,0,13,Completed,3/22/22 19:30
141950,2733,3/10/22 15:20,3/10/22 16:49,51,13,0,13,Completed,7/24/22 1:44
141949,15602,3/10/22 10:02,3/10/22 11:06,46,14,0,14,Completed,3/22/22 19:30
141949,15602,3/10/22 10:02,3/10/22 11:06,46,14,0,14,Completed,7/24/22 1:44
141947,2733,3/11/22 3:20,3/11/22 4:49,51,13,0,13,Completed,3/22/22 19:31
141947,2733,3/11/22 3:20,3/11/22 4:49,51,13,0,13,Completed,7/24/22 1:44
141943,21,3/11/22 11:48,3/11/22 12:47,85,11,0,11,Completed,3/22/22 19:31
141943,21,3/11/22 11:48,3/11/22 12:47,85,11,0,11,Completed,7/24/22 1:44
141942,21,3/11/22 10:00,3/11/22 11:06,55,5,0,5,Completed,3/22/22 19:31
141942,21,3/11/22 10:00,3/11/22 11:06,55,5,0,5,Completed,7/24/22 1:44
141939,2733,3/11/22 17:45,3/11/22 19:00,51,13,0,13,Completed,3/22/22 19:31
141939,2733,3/11/22 17:45,3/11/22 19:00,51,13,0,13,Completed,7/24/22 1:44
141937,15602,3/11/22 10:01,3/11/22 11:05,46,14,0,14,Completed,3/22/22 19:31
141937,15602,3/11/22 10:01,3/11/22 11:05,46,14,0,14,Completed,7/24/22 1:44
141936,2733,3/12/22 3:16,3/12/22 4:54,51,13,0,13,Completed,3/22/22 19:31
141936,2733,3/12/22 3:16,3/12/22 4:54,51,13,0,13,Completed,7/24/22 1:44
141933,15715,3/7/22 14:49,3/7/22 15:34,81,1,0,1,Completed,3/22/22 19:31
141933,15715,3/7/22 14:49,3/7/22 15:34,81,1,0,1,Completed,7/24/22 1:44
141932,15715,3/7/22 12:27,3/7/22 13:43,81,1,0,1,Completed,3/22/22 19:31
141932,15715,3/7/22 12:27,3/7/22 13:43,81,1,0,1,Completed,7/24/22 1:44
141929,2733,3/7/22 17:45,3/7/22 19:07,51,13,0,13,Completed,3/22/22 19:31
141929,2733,3/7/22 17:45,3/7/22 19:07,51,13,0,13,Completed,7/24/22 1:43
141928,15602,3/7/22 11:56,3/7/22 12:38,46,9,0,9,Completed,3/22/22 19:31
141928,15602,3/7/22 11:56,3/7/22 12:38,46,9,0,9,Completed,7/24/22 1:43
141926,2733,3/7/22 23:20,3/8/22 0:41,51,11,0,11,Completed,3/22/22 19:31
141926,2733,3/7/22 23:20,3/8/22 0:41,51,11,0,11,Completed,7/24/22 1:43
141925,2733,3/7/22 15:20,3/7/22 16:47,51,13,0,13,Completed,3/22/22 19:31
141925,2733,3/7/22 15:20,3/7/22 16:47,51,13,0,13,Completed,7/24/22 1:43
141924,15602,3/7/22 9:58,3/7/22 11:05,46,14,0,14,Completed,3/22/22 19:31
141924,15602,3/7/22 9:58,3/7/22 11:05,46,14,0,14,Completed,7/24/22 1:43
141922,2733,3/8/22 3:20,3/8/22 4:50,51,13,0,13,Completed,3/22/22 19:31
141922,2733,3/8/22 3:20,3/8/22 4:50,51,13,0,13,Completed,7/24/22 1:43
141919,2733,3/8/22 19:33,3/8/22 20:42,51,11,0,11,Completed,3/22/22 19:31
141919,2733,3/8/22 19:33,3/8/22 20:42,51,11,0,11,Completed,7/24/22 1:43
141917,15602,3/8/22 11:55,3/8/22 12:47,46,11,0,11,Completed,3/22/22 19:31
141917,15602,3/8/22 11:55,3/8/22 12:47,46,11,0,11,Completed,7/24/22 1:43
141918,2733,3/8/22 17:45,3/8/22 18:59,51,13,0,13,Completed,3/22/22 19:31
141918,2733,3/8/22 17:45,3/8/22 18:59,51,13,0,13,Completed,7/24/22 1:43
141914,2733,3/8/22 15:20,3/8/22 16:38,51,13,0,13,Completed,3/22/22 19:31
141914,2733,3/8/22 15:20,3/8/22 16:38,51,13,0,13,Completed,7/24/22 1:43
141913,15602,3/8/22 9:57,3/8/22 11:05,46,14,0,14,Completed,3/22/22 19:31
141913,15602,3/8/22 9:57,3/8/22 11:05,46,14,0,14,Completed,7/24/22 1:43
141911,2733,3/9/22 3:20,3/9/22 4:48,51,13,0,13,Completed,3/22/22 19:31
141911,2733,3/9/22 3:20,3/9/22 4:48,51,13,0,13,Completed,7/24/22 1:43
141905,45,3/7/22 12:04,3/7/22 13:19,5,2,0,2,Completed,3/22/22 19:32
141905,45,3/7/22 12:04,3/7/22 13:19,5,2,0,2,Completed,7/24/22 1:43
141903,45,3/8/22 12:25,3/8/22 13:18,5,2,0,2,Completed,3/22/22 19:32
141903,45,3/8/22 12:25,3/8/22 13:18,5,2,0,2,Completed,7/24/22 1:43
141901,45,3/9/22 12:22,3/9/22 13:39,5,2,0,2,Completed,3/22/22 19:32
141901,45,3/9/22 12:22,3/9/22 13:39,5,2,0,2,Completed,7/24/22 1:43
141899,45,3/10/22 12:27,3/10/22 13:16,5,2,0,2,Completed,3/22/22 19:32
141899,45,3/10/22 12:27,3/10/22 13:16,5,2,0,2,Completed,7/24/22 1:43
141897,45,3/11/22 12:29,3/11/22 13:17,5,2,0,2,Completed,3/22/22 19:32
141897,45,3/11/22 12:29,3/11/22 13:17,5,2,0,2,Completed,7/24/22 1:43
141887,44,3/6/22 10:09,3/6/22 11:14,5,1,0,1,Completed,3/22/22 19:32
141887,44,3/6/22 10:09,3/6/22 11:14,5,1,0,1,Completed,7/24/22 1:43
141886,15602,3/5/22 10:34,3/5/22 22:38,85,13,0,13,Completed,3/22/22 19:32
141886,15602,3/5/22 10:34,3/5/22 22:38,85,13,0,13,Completed,7/24/22 1:43
141884,44,3/5/22 14:13,3/5/22 18:44,5,1,0,1,Completed,3/22/22 19:32
141884,44,3/5/22 14:13,3/5/22 18:44,5,1,0,1,Completed,7/24/22 1:43
141885,44,3/5/22 17:13,3/5/22 17:56,5,1,0,1,Completed,3/22/22 19:32
141885,44,3/5/22 17:13,3/5/22 17:56,5,1,0,1,Completed,7/24/22 1:43
141881,44,3/5/22 12:06,3/5/22 12:50,5,2,0,2,Completed,3/22/22 19:32
141881,44,3/5/22 12:06,3/5/22 12:50,5,2,0,2,Completed,7/24/22 1:42
141882,44,3/5/22 19:07,3/5/22 19:21,5,1,0,1,Completed,3/22/22 19:32
141882,44,3/5/22 19:07,3/5/22 19:21,5,1,0,1,Completed,7/24/22 1:43
141883,44,3/5/22 21:16,3/5/22 21:34,5,2,0,2,Completed,3/22/22 19:32
141883,44,3/5/22 21:16,3/5/22 21:34,5,2,0,2,Completed,7/24/22 1:43
141880,15602,3/5/22 9:57,3/5/22 10:34,5,1,0,1,Completed,3/22/22 19:32
141880,15602,3/5/22 9:57,3/5/22 10:34,5,1,0,1,Completed,7/24/22 1:42
141877,16576,3/4/22 12:04,3/4/22 12:39,253,1,0,1,Completed,3/22/22 19:32
141859,16576,3/3/22 12:11,3/3/22 12:41,253,1,0,1,Completed,3/22/22 19:32
141858,15392,3/3/22 19:12,3/3/22 19:28,7,1,0,1,Completed,3/22/22 19:32
141769,15392,3/3/22 18:50,3/3/22 19:12,7,1,0,1,Completed,3/22/22 19:32
141764,6,3/3/22 12:58,3/3/22 13:55,5,1,0,1,Completed,3/22/22 19:33
141763,15392,3/3/22 12:31,3/3/22 12:47,7,1,0,1,Completed,3/22/22 19:33
141757,6,3/3/22 19:31,3/3/22 20:30,7,1,0,1,Completed,3/22/22 19:33
141757,6,3/3/22 19:31,3/3/22 20:30,7,1,0,1,Completed,7/24/22 1:40
141759,45,3/4/22 1:32,3/4/22 2:16,5,1,0,1,Completed,3/22/22 19:33
141759,45,3/4/22 1:32,3/4/22 2:16,5,1,0,1,Completed,7/24/22 1:40
141692,33,3/3/22 20:42,3/3/22 22:04,41,3,1,4,Completed,3/22/22 19:33
141689,24,3/3/22 19:56,3/3/22 22:18,71,5,0,5,Completed,3/22/22 19:33
141688,33,3/3/22 19:35,3/3/22 20:18,41,1,1,2,Completed,3/22/22 19:33
141687,23,3/3/22 18:44,3/3/22 19:49,72,2,0,2,Completed,3/22/22 19:33
141686,24,3/3/22 18:42,3/3/22 19:55,71,3,0,3,Completed,3/22/22 19:33
141685,11,3/3/22 18:40,3/3/22 19:33,42,0,1,1,Completed,3/22/22 19:33
141674,33,3/3/22 13:10,3/3/22 19:02,41,3,1,4,Completed,3/22/22 19:33
141673,24,3/3/22 13:12,3/3/22 14:53,71,4,0,4,Completed,3/22/22 19:33
141672,23,3/3/22 13:21,3/3/22 16:24,72,3,0,3,Completed,3/22/22 19:33
141671,33,3/3/22 12:22,3/3/22 13:09,41,1,1,2,Completed,3/22/22 19:33
141670,24,3/3/22 11:31,3/3/22 13:11,71,4,0,4,Completed,3/22/22 19:33
141669,11,3/3/22 11:32,3/3/22 13:06,42,1,1,2,Completed,3/22/22 19:33
141549,15392,3/2/22 12:28,3/2/22 12:44,7,1,0,1,Completed,3/22/22 19:33
141529,45,3/8/22 20:37,3/8/22 21:10,5,1,0,1,Completed,3/22/22 19:34
141529,45,3/8/22 20:37,3/8/22 21:10,5,1,0,1,Completed,7/24/22 1:36
141522,15392,3/8/22 17:22,3/8/22 18:17,7,2,0,2,Completed,3/22/22 19:34
141522,15392,3/8/22 17:22,3/8/22 18:17,7,2,0,2,Completed,7/24/22 1:36
141520,45,3/9/22 21:17,3/9/22 21:41,42,1,0,1,Completed,3/22/22 19:34
141520,45,3/9/22 21:17,3/9/22 21:41,42,1,0,1,Completed,7/24/22 1:36
141518,15392,3/9/22 17:45,3/9/22 18:15,7,1,0,1,Completed,3/22/22 19:34
141518,15392,3/9/22 17:45,3/9/22 18:15,7,1,0,1,Completed,7/24/22 1:36
141513,15392,3/10/22 20:40,3/10/22 21:09,7,1,0,1,Completed,3/22/22 19:34
141513,15392,3/10/22 20:40,3/10/22 21:09,7,1,0,1,Completed,7/24/22 1:36
141505,45,3/7/22 23:52,3/8/22 0:28,42,0,1,1,Completed,3/22/22 19:34
141505,45,3/7/22 23:52,3/8/22 0:28,42,0,1,1,Completed,7/24/22 1:36
141506,45,3/8/22 1:26,3/8/22 1:58,42,0,1,1,Completed,3/22/22 19:34
141506,45,3/8/22 1:26,3/8/22 1:58,42,0,1,1,Completed,7/24/22 1:36
141480,6,3/2/22 13:45,3/2/22 14:20,43,1,0,1,Completed,3/22/22 19:34
141480,6,3/2/22 13:45,3/2/22 14:20,43,1,0,1,Completed,7/24/22 1:36
141481,15392,3/2/22 19:58,3/2/22 20:27,7,1,0,1,Completed,3/22/22 19:34
141481,15392,3/2/22 19:58,3/2/22 20:27,7,1,0,1,Completed,7/24/22 1:36
141396,16576,3/2/22 3:08,3/2/22 4:32,253,13,0,13,Completed,3/22/22 19:35
141396,16576,3/2/22 3:08,3/2/22 4:32,253,13,0,13,Completed,7/24/22 1:34
141394,2167,3/2/22 3:08,3/2/22 4:42,55,10,0,10,Completed,3/22/22 19:35
141394,2167,3/2/22 3:08,3/2/22 4:42,55,10,0,10,Completed,7/24/22 1:34
141324,33,3/2/22 20:04,3/2/22 22:04,42,4,0,4,Completed,3/22/22 19:35
141316,23,3/2/22 20:37,3/2/22 23:06,72,4,1,5,Completed,3/22/22 19:35
141315,11,3/2/22 20:29,3/2/22 21:44,60,3,1,4,Completed,3/22/22 19:35
141313,24,3/2/22 18:40,3/2/22 19:56,71,4,0,4,Completed,3/22/22 19:35
141312,23,3/2/22 18:47,3/2/22 20:37,72,2,1,3,Completed,3/22/22 19:35
141246,44,3/1/22 13:16,3/1/22 14:57,5,2,0,2,Completed,3/22/22 19:35
141239,15392,3/1/22 11:17,3/1/22 11:55,7,1,0,1,Completed,3/22/22 19:35
141239,15392,3/1/22 11:17,3/1/22 11:55,7,1,0,1,Completed,7/24/22 1:32
141236,44,3/4/22 17:56,3/5/22 18:45,55,8,0,8,Completed,3/22/22 19:35
141236,44,3/4/22 17:56,3/5/22 18:45,55,8,0,8,Completed,7/24/22 1:32
141234,2190,3/2/22 19:53,3/2/22 21:32,55,6,0,6,Completed,3/22/22 19:36
141234,2190,3/2/22 19:53,3/2/22 21:32,55,6,0,6,Completed,7/24/22 1:31
141228,16576,2/28/22 22:18,2/28/22 23:38,253,1,0,1,Completed,3/22/22 19:36
141228,16576,2/28/22 22:18,2/28/22 23:38,253,1,0,1,Completed,7/24/22 1:31
141154,45,2/28/22 21:34,2/28/22 22:14,42,1,0,1,Completed,3/22/22 19:36
141154,45,2/28/22 21:34,2/28/22 22:14,42,1,0,1,Completed,7/24/22 1:30
141152,6,3/1/22 21:41,3/1/22 22:23,5,1,0,1,Completed,3/22/22 19:36
141130,2190,3/1/22 3:13,3/1/22 4:43,46,13,0,13,Completed,3/22/22 19:36
141130,2190,3/1/22 3:13,3/1/22 4:43,46,13,0,13,Completed,7/24/22 1:30
141129,2167,3/1/22 3:13,3/1/22 4:14,55,10,0,10,Completed,3/22/22 19:36
141129,2167,3/1/22 3:13,3/1/22 4:14,55,10,0,10,Completed,7/24/22 1:30
141119,15392,3/1/22 19:12,3/1/22 19:29,7,1,0,1,Completed,3/22/22 19:36
141114,15392,3/1/22 12:40,3/1/22 12:49,7,1,0,1,Completed,3/22/22 19:36
141111,15392,3/4/22 12:07,3/4/22 12:24,7,1,0,1,Completed,3/22/22 19:36
141111,15392,3/4/22 12:07,3/4/22 12:24,7,1,0,1,Completed,7/24/22 1:29
141112,15392,3/4/22 13:22,3/4/22 13:49,7,1,0,1,Completed,3/22/22 19:36
141112,15392,3/4/22 13:22,3/4/22 13:49,7,1,0,1,Completed,7/24/22 1:29
141107,6,3/8/22 21:28,3/8/22 21:31,55,1,0,1,Completed,3/22/22 19:36
141107,6,3/8/22 21:28,3/8/22 21:31,55,1,0,1,Completed,7/24/22 1:29
141103,15392,3/8/22 10:12,3/8/22 10:26,7,1,0,1,Completed,3/22/22 19:36
141103,15392,3/8/22 10:12,3/8/22 10:26,7,1,0,1,Completed,7/24/22 1:29
141099,15392,3/9/22 14:43,3/9/22 15:11,7,1,0,1,Completed,3/22/22 19:36
141099,15392,3/9/22 14:43,3/9/22 15:11,7,1,0,1,Completed,7/24/22 1:29
141097,15392,3/9/22 10:08,3/9/22 10:22,7,1,0,1,Completed,3/22/22 19:36
141097,15392,3/9/22 10:08,3/9/22 10:22,7,1,0,1,Completed,7/24/22 1:29
141094,15392,3/10/22 18:59,3/10/22 19:16,7,1,0,1,Completed,3/22/22 19:36
141094,15392,3/10/22 18:59,3/10/22 19:16,7,1,0,1,Completed,7/24/22 1:29
141095,6,3/10/22 21:31,3/10/22 21:43,55,1,0,1,Completed,3/22/22 19:36
141095,6,3/10/22 21:31,3/10/22 21:43,55,1,0,1,Completed,7/24/22 1:29
141091,15392,3/10/22 10:13,3/10/22 10:26,7,1,0,1,Completed,3/22/22 19:36
141091,15392,3/10/22 10:13,3/10/22 10:26,7,1,0,1,Completed,7/24/22 1:29
141093,15392,3/10/22 14:43,3/10/22 15:16,7,1,0,1,Completed,3/22/22 19:36
141093,15392,3/10/22 14:43,3/10/22 15:16,7,1,0,1,Completed,7/24/22 1:29
141089,6,3/11/22 20:46,3/11/22 21:38,55,1,0,1,Completed,3/22/22 19:37
141089,6,3/11/22 20:46,3/11/22 21:38,55,1,0,1,Completed,7/24/22 1:29
141087,15392,3/11/22 14:44,3/11/22 15:18,7,1,0,1,Completed,3/22/22 19:37
141087,15392,3/11/22 14:44,3/11/22 15:18,7,1,0,1,Completed,7/24/22 1:29
141085,15392,3/11/22 10:06,3/11/22 10:26,7,1,0,1,Completed,3/22/22 19:37
141085,15392,3/11/22 10:06,3/11/22 10:26,7,1,0,1,Completed,7/24/22 1:29
141082,15392,3/2/22 12:03,3/2/22 12:28,7,1,0,1,Completed,3/22/22 19:37
141082,15392,3/2/22 12:03,3/2/22 12:28,7,1,0,1,Completed,7/24/22 1:29
141079,2190,3/2/22 0:15,3/2/22 0:42,46,1,0,1,Completed,3/22/22 19:37
141079,2190,3/2/22 0:15,3/2/22 0:42,46,1,0,1,Completed,7/24/22 1:29
141077,15392,3/1/22 15:43,3/1/22 16:08,7,1,0,1,Completed,3/22/22 19:37
141077,15392,3/1/22 15:43,3/1/22 16:08,7,1,0,1,Completed,7/24/22 1:29
141075,15392,3/1/22 11:58,3/1/22 12:39,7,1,0,1,Completed,3/22/22 19:37
141075,15392,3/1/22 11:58,3/1/22 12:39,7,1,0,1,Completed,7/24/22 1:29
141076,15392,3/1/22 13:18,3/1/22 13:47,7,1,0,1,Completed,3/22/22 19:37
141076,15392,3/1/22 13:18,3/1/22 13:47,7,1,0,1,Completed,7/24/22 1:29
141072,15392,3/3/22 12:02,3/3/22 12:31,7,1,0,1,Completed,3/22/22 19:37
141072,15392,3/3/22 12:02,3/3/22 12:31,7,1,0,1,Completed,7/24/22 1:29
141073,15392,3/3/22 13:20,3/3/22 13:45,7,1,0,1,Completed,3/22/22 19:37
141073,15392,3/3/22 13:20,3/3/22 13:45,7,1,0,1,Completed,7/24/22 1:29
141052,15392,3/1/22 17:12,3/1/22 17:46,7,1,0,1,Completed,3/22/22 19:37
141052,15392,3/1/22 17:12,3/1/22 17:46,7,1,0,1,Completed,7/24/22 1:29
141049,15392,3/1/22 18:53,3/1/22 19:11,7,1,0,1,Completed,3/22/22 19:37
141049,15392,3/1/22 18:53,3/1/22 19:11,7,1,0,1,Completed,7/24/22 1:28
141050,11,3/1/22 14:23,3/1/22 15:26,42,1,0,1,Completed,3/22/22 19:37
141050,11,3/1/22 14:23,3/1/22 15:26,42,1,0,1,Completed,7/24/22 1:28
140993,15392,2/28/22 20:08,2/28/22 20:25,7,1,0,1,Completed,3/22/22 19:37
140993,15392,2/28/22 20:08,2/28/22 20:25,7,1,0,1,Completed,7/24/22 1:27
140991,15392,2/28/22 13:23,2/28/22 13:56,7,1,0,1,Completed,3/22/22 19:37
140991,15392,2/28/22 13:23,2/28/22 13:56,7,1,0,1,Completed,7/24/22 1:27
140989,11,3/2/22 13:06,3/2/22 14:43,60,3,1,4,Completed,3/22/22 19:37
140988,23,3/2/22 13:55,3/2/22 16:15,72,4,1,5,Completed,3/22/22 19:37
140987,24,3/2/22 13:17,3/2/22 14:43,71,4,0,4,Completed,3/22/22 19:37
140984,24,3/2/22 11:07,3/2/22 13:16,71,5,0,5,Completed,3/22/22 19:37
140983,23,3/2/22 11:20,3/2/22 13:28,72,2,1,3,Completed,3/22/22 19:37
140977,23,3/1/22 20:00,3/1/22 21:35,72,3,0,3,Completed,3/22/22 19:38
140976,11,3/1/22 20:16,3/1/22 20:42,42,1,0,1,Completed,3/22/22 19:38
140975,33,3/1/22 20:39,3/1/22 21:45,41,2,1,3,Completed,3/22/22 19:38
140974,24,3/1/22 20:06,3/1/22 22:28,71,5,0,5,Completed,3/22/22 19:38
140972,33,3/1/22 19:03,3/1/22 20:39,41,1,0,1,Completed,3/22/22 19:38
140970,23,3/1/22 13:01,3/1/22 15:34,72,3,0,3,Completed,3/22/22 19:38
140969,11,3/1/22 13:34,3/1/22 14:05,42,1,0,1,Completed,3/22/22 19:38
140968,24,3/1/22 13:11,3/1/22 14:43,71,3,0,3,Completed,3/22/22 19:38
140967,33,3/1/22 13:31,3/1/22 15:08,41,3,1,4,Completed,3/22/22 19:38
140966,24,3/1/22 11:33,3/1/22 13:11,71,4,0,4,Completed,3/22/22 19:38
140965,11,3/1/22 11:31,3/1/22 13:09,42,1,1,2,Completed,3/22/22 19:38
140964,33,3/1/22 12:38,3/1/22 13:31,41,1,0,1,Completed,3/22/22 19:38
140871,15392,2/28/22 15:47,2/28/22 16:06,7,1,0,1,Completed,3/22/22 19:38
140871,15392,2/28/22 15:47,2/28/22 16:06,7,1,0,1,Completed,7/24/22 1:26
140727,15392,2/28/22 18:11,2/28/22 19:05,7,1,0,1,Completed,3/22/22 19:38
140727,15392,2/28/22 18:11,2/28/22 19:05,7,1,0,1,Completed,7/24/22 1:23
141083,15392,3/2/22 13:24,3/2/22 14:00,7,1,0,1,Completed,3/22/22 19:37
141083,15392,3/2/22 13:24,3/2/22 14:00,7,1,0,1,Completed,7/24/22 1:29
140688,11,3/1/22 16:24,3/1/22 16:39,42,1,0,1,Completed,3/22/22 19:39
140688,11,3/1/22 16:24,3/1/22 16:39,42,1,0,1,Completed,7/24/22 1:22
140669,11,2/28/22 20:20,2/28/22 21:26,43,2,1,3,Completed,3/22/22 19:39
140668,23,2/28/22 20:24,2/28/22 22:29,72,3,1,4,Completed,3/22/22 19:39
140667,24,2/28/22 20:33,2/28/22 22:28,71,6,0,6,Completed,3/22/22 19:39
140665,24,2/28/22 18:41,2/28/22 20:32,71,5,0,5,Completed,3/22/22 19:39
140664,33,2/28/22 19:09,2/28/22 20:10,42,5,0,5,Completed,3/22/22 19:39
140662,23,2/28/22 18:34,2/28/22 20:24,72,2,1,3,Completed,3/22/22 19:39
140649,24,2/28/22 10:52,2/28/22 13:18,71,6,0,6,Completed,3/22/22 19:39
140631,16576,2/28/22 12:19,2/28/22 12:38,253,1,0,1,Completed,3/22/22 19:39
140626,2167,2/26/22 21:07,2/26/22 21:43,51,1,0,1,Completed,3/22/22 19:40
140623,15392,3/3/22 17:51,3/3/22 18:09,7,1,0,1,Completed,3/22/22 19:40
140623,15392,3/3/22 17:51,3/3/22 18:09,7,1,0,1,Completed,7/24/22 1:21
140624,6,3/3/22 19:14,3/3/22 19:31,43,1,0,1,Completed,3/22/22 19:40
140624,6,3/3/22 19:14,3/3/22 19:31,43,1,0,1,Completed,7/24/22 1:21
140521,45,3/1/22 1:27,3/1/22 1:54,42,0,1,1,Completed,3/22/22 19:40
140521,45,3/1/22 1:27,3/1/22 1:54,42,0,1,1,Completed,7/24/22 1:20
140505,45,3/1/22 11:30,3/1/22 12:42,5,1,0,1,Completed,3/22/22 19:40
140505,45,3/1/22 11:30,3/1/22 12:42,5,1,0,1,Completed,7/24/22 1:19
140504,45,3/3/22 2:47,3/3/22 4:08,5,1,0,1,Completed,3/22/22 19:40
140504,45,3/3/22 2:47,3/3/22 4:08,5,1,0,1,Completed,7/24/22 1:19
140503,45,3/2/22 11:32,3/2/22 12:44,5,1,0,1,Completed,3/22/22 19:40
140503,45,3/2/22 11:32,3/2/22 12:44,5,1,0,1,Completed,7/24/22 1:19
140502,45,3/4/22 2:31,3/4/22 3:40,5,1,0,1,Completed,3/22/22 19:40
140502,45,3/4/22 2:31,3/4/22 3:40,5,1,0,1,Completed,7/24/22 1:19
140501,45,3/3/22 11:31,3/3/22 12:42,5,1,0,1,Completed,3/22/22 19:40
140501,45,3/3/22 11:31,3/3/22 12:42,5,1,0,1,Completed,7/24/22 1:19
140497,15602,3/3/22 11:52,3/3/22 12:52,46,11,0,11,Completed,3/22/22 19:40
140497,15602,3/3/22 11:52,3/3/22 12:52,46,11,0,11,Completed,7/24/22 1:19
140494,2733,3/3/22 23:23,3/4/22 0:37,51,11,0,11,Completed,3/22/22 19:40
140494,2733,3/3/22 23:23,3/4/22 0:37,51,11,0,11,Completed,7/24/22 1:19
140493,2733,3/3/22 19:36,3/3/22 20:47,51,9,0,9,Completed,3/22/22 19:40
140493,2733,3/3/22 19:36,3/3/22 20:47,51,9,0,9,Completed,7/24/22 1:19
140492,2733,3/3/22 17:48,3/3/22 19:00,51,14,0,14,Completed,3/22/22 19:40
140492,2733,3/3/22 17:48,3/3/22 19:00,51,14,0,14,Completed,7/24/22 1:19
140491,2733,3/3/22 15:21,3/3/22 16:48,51,13,0,13,Completed,3/22/22 19:40
140491,2733,3/3/22 15:21,3/3/22 16:48,51,13,0,13,Completed,7/24/22 1:19
140490,15602,3/3/22 9:58,3/3/22 11:06,46,14,0,14,Completed,3/22/22 19:40
140490,15602,3/3/22 9:58,3/3/22 11:06,46,14,0,14,Completed,7/24/22 1:19
140489,2733,3/4/22 3:21,3/4/22 4:53,51,14,0,14,Completed,3/22/22 19:40
140489,2733,3/4/22 3:21,3/4/22 4:53,51,14,0,14,Completed,7/24/22 1:19
140485,21,3/4/22 11:56,3/4/22 12:47,85,10,0,10,Completed,3/22/22 19:40
140485,21,3/4/22 11:56,3/4/22 12:47,85,10,0,10,Completed,7/24/22 1:19
140484,21,3/4/22 9:57,3/4/22 11:05,85,7,0,7,Completed,3/22/22 19:40
140484,21,3/4/22 9:57,3/4/22 11:05,85,7,0,7,Completed,7/24/22 1:19
140482,2733,3/4/22 19:43,3/4/22 20:41,51,14,0,14,Completed,3/22/22 19:40
140482,2733,3/4/22 19:43,3/4/22 20:41,51,14,0,14,Completed,7/24/22 1:19
140480,15602,3/4/22 11:57,3/4/22 12:36,46,13,0,13,Completed,3/22/22 19:40
140480,15602,3/4/22 11:57,3/4/22 12:36,46,13,0,13,Completed,7/24/22 1:19
140479,15602,3/4/22 9:59,3/4/22 11:06,46,14,0,14,Completed,3/22/22 19:40
140479,15602,3/4/22 9:59,3/4/22 11:06,46,14,0,14,Completed,7/24/22 1:19
140478,2733,3/5/22 3:16,3/5/22 4:52,51,14,0,14,Completed,3/22/22 19:41
140478,2733,3/5/22 3:16,3/5/22 4:52,51,14,0,14,Completed,7/24/22 1:19
140475,15602,3/1/22 11:55,3/1/22 12:43,46,11,0,11,Completed,3/22/22 19:41
140475,15602,3/1/22 11:55,3/1/22 12:43,46,11,0,11,Completed,7/24/22 1:19
140472,2733,3/1/22 15:20,3/1/22 16:36,55,13,0,13,Completed,3/22/22 19:41
140472,2733,3/1/22 15:20,3/1/22 16:36,55,13,0,13,Completed,7/24/22 1:19
140470,2733,3/2/22 3:18,3/2/22 4:50,51,14,0,14,Completed,3/22/22 19:41
140470,2733,3/2/22 3:18,3/2/22 4:50,51,14,0,14,Completed,7/24/22 1:19
140466,2733,3/1/22 17:44,3/1/22 18:59,51,14,0,14,Completed,3/22/22 19:41
